-9.17841,-2.04945
9.0068,-0.346044
8.99487,-0.347141
-5.34046,6.82363
-5.34041,6.83501
3.03607,-7.72193
3.09086,-7.69386
9.05343,-0.345909
8.96028,-0.371274
-5.33952,6.85041
-5.40302,6.84554
-9.17267,-2.04152
8.98199,-0.364422
-5.35785,6.81948
-5.31069,6.84388
-9.19649,-2.0767
7.43447,-5.76589
-5.33808,6.83137
9.04488,-0.270219
7.47714,-5.81685
-5.3327,6.78392
3.07521,-7.69061
-5.34587,6.84232
7.35286,-5.83095
3.0604,-7.70342
-9.19607,-2.03914
7.35659,-5.62421
8.99141,-0.378007
3.09049,-7.70864
-9.18792,-2.07288
3.05973,-7.66957
3.06945,-7.71251
7.45232,-5.82596
-9.19259,-2.05034
-9.17587,-2.02774
-9.18411,-2.09234
-5.34422,6.83451
3.06878,-7.68172
8.99501,-0.350749
-9.23274,-2.08937
8.97293,-0.304712
7.43556,-5.75962
8.97404,-0.393564
8.99968,-0.342676
9.00336,-0.336307
8.9991,-0.323949
-5.33854,6.8377
7.44062,-5.7141
-5.34374,6.85088
7.43191,-5.78716
9.009,-0.348479
7.39348,-5.77074
7.42978,-5.75652
3.09319,-7.71217
8.99714,-0.337989
3.07296,-7.68869
-5.34473,6.9648
3.05389,-7.73046
7.43412,-5.63181
-5.32915,6.81413
7.43142,-5.78376
8.99108,-0.321001
7.42958,-5.76573
-9.17712,-2.06493
-9.17621,-2.0783
7.43546,-5.76288
9.01945,-0.35345
-9.18451,-2.06818
-9.10193,-2.06468
7.38634,-5.67306
7.43197,-5.76289
-5.34823,6.84103
-5.33978,6.82396
7.43895,-5.75224
-5.26858,6.78973
3.07955,-7.72535
7.41752,-5.77312
-5.35754,6.81876
3.07829,-7.66126
7.44237,-5.77827
8.99479,-0.350195
3.06953,-7.7052
-5.34156,6.84099
7.43012,-5.75433
8.99439,-0.339822
-5.30245,6.79182
-9.20979,-2.1292
-9.21297,-2.12512
7.5142,-5.72994
-9.21999,-1.89905
-5.33922,6.83617
-9.16861,-2.11631
-9.28411,-2.11498
3.07807,-7.70791
9.00286,-0.33905
-9.1156,-2.07268
-5.3494,6.83546
8.98172,-0.349896
-9.15162,-2.11359
-5.33924,6.83932
8.99321,-0.3058
-5.20282,6.79658
7.43549,-5.7583
-9.1703,-2.07584
7.43968,-5.77047
3.07097,-7.72091
9.0007,-0.316299
3.06444,-7.69821
-9.1785,-2.05695
-5.34388,6.82045
8.98922,-0.339249
7.46182,-5.75337
-5.34916,6.82745
-5.34457,6.8324
-5.30251,6.86905
7.25806,-5.86668
-9.16351,-2.05293
7.48152,-5.75356
7.44694,-5.73699
9.10699,-0.32556
-5.37569,6.85042
-9.17874,-2.05387
3.08591,-7.72811
-9.17142,-2.01293
8.99719,-0.345897
-5.33261,6.84464
3.06976,-7.71369
-9.19314,-2.04038
7.44242,-5.76196
7.44416,-5.75531
3.07915,-7.71815
3.0604,-7.68067
8.94331,-0.514073
7.43233,-5.75502
-5.32528,6.83006
-9.26448,-1.97797
3.07358,-7.68848
-9.18354,-2.04644
-9.1617,-2.06768
-5.24979,6.79248
7.43411,-5.75828
-9.18727,-2.04926
-9.17646,-2.05362
-5.33517,6.84991
7.48089,-5.69198
-5.32876,6.868
-9.17953,-2.02015
-5.21739,6.84778
9.03839,-0.366392
8.98839,-0.346924
3.06627,-7.72622
3.08195,-7.72582
-9.16501,-2.04361
-5.33972,6.83619
7.46495,-5.76705
2.97652,-7.74929
-5.3253,6.84657
3.11208,-7.6861
7.43509,-5.76552
-5.3368,6.8457
3.10113,-7.6946
-9.15082,-1.99122
7.48323,-5.77786
8.98105,-0.364483
-9.22379,-2.07274
-5.353,6.82546
-9.1526,-2.07524
8.99678,-0.291402
-9.14619,-2.05495
9.00013,-0.338339
-9.1756,-2.05073
-9.19342,-2.10203
-5.33995,6.82361
-9.18513,-2.06292
3.07078,-7.70971
8.97205,-0.400543
-9.17065,-2.0526
7.43533,-5.76335
3.04621,-7.71934
-5.35067,6.86713
8.9914,-0.342919
7.4319,-5.76966
2.89342,-7.7865
9.01434,-0.35241
-9.16268,-2.04061
9.00355,-0.344267
3.06103,-7.71815
3.06913,-7.68704
-9.21638,-2.0764
-5.36841,6.82259
-9.15518,-2.05999
-5.25655,6.67284
-5.34409,6.83598
3.07752,-7.71144
-5.31723,6.82899
9.00269,-0.337786
3.02795,-7.70673
3.06179,-7.69202
7.47539,-5.78672
9.0011,-0.340093
3.05185,-7.72465
-5.32325,6.8297
-9.12394,-1.95394
3.09017,-7.70444
3.06851,-7.68148
-5.33498,6.83767
-5.33844,6.83672
-5.35654,6.8485
3.07339,-7.68782
-9.18742,-2.04195
7.43508,-5.75852
8.9703,-0.375818
-5.31637,6.87134
-9.17773,-2.09312
3.06785,-7.72088
-9.16141,-2.07932
-5.2901,6.94783
8.99213,-0.337046
7.33993,-5.80522
-9.20388,-2.05504
9.02798,-0.382532
7.40314,-5.748
7.42878,-5.74008
-9.18492,-2.05107
-5.32603,6.83973
8.99407,-0.345403
-9.17834,-2.06382
-9.18678,-2.06539
-5.34029,6.7995
-5.52194,6.93734
3.03227,-7.68019
7.43072,-5.75693
7.43634,-5.74869
-5.26859,6.81036
-5.3571,6.80741
-9.17827,-2.05374
7.44892,-5.77425
-5.32704,6.79798
7.44321,-5.76426
-9.18768,-2.06922
9.00741,-0.345277
-9.23678,-2.07162
3.06069,-7.68039
-5.33653,6.84946
-9.17688,-2.05803
-9.17054,-2.02034
-9.1901,-2.04807
-9.19331,-2.05396
-9.21703,-2.05618
-9.17342,-2.05353
-5.34196,6.83362
7.43304,-5.76066
7.43055,-5.76198
-5.3166,6.82531
7.43436,-5.76455
-5.34258,6.83775
-5.33858,6.83081
3.0611,-7.62822
7.4278,-5.74826
-5.34954,6.82518
9.0484,-0.439195
7.53241,-5.61842
3.08712,-7.67987
-9.1801,-2.05477
7.4315,-5.7702
8.99561,-0.328835
9.02738,-0.388427
-5.33505,6.83876
8.98953,-0.342493
3.09347,-7.69469
-5.36411,6.82982
-5.34199,6.84405
-5.33054,6.83091
7.4491,-5.78874
3.06538,-7.71765
9.02157,-0.357617
3.08835,-7.71652
7.43091,-5.76332
7.4438,-5.76459
3.12017,-7.71115
3.07534,-7.48488
-5.34041,6.83501
-5.44039,6.80513
-9.189,-2.04835
8.98607,-0.324615
-9.15843,-2.07721
3.07578,-7.70792
3.10012,-7.70761
9.02328,-0.326363
7.44298,-5.76337
9.00624,-0.336982
9.03061,-0.407171
-5.34108,6.84113
2.81045,-7.77698
-5.4078,6.82953
7.42973,-5.77894
-9.20428,-2.0629
-5.35674,6.78453
7.43349,-5.76663
3.07587,-7.71358
9.00227,-0.355273
7.47315,-5.78491
-5.34954,6.82518
-5.34188,6.84308
7.4251,-5.76021
-9.23118,-2.06783
7.46259,-5.75444
9.00183,-0.336391
3.14773,-7.71401
7.38186,-5.82669
3.086,-7.70946
